Accession	Name	Description	source	Filtered Spectra	Distinct Peptides	Coverage
P50570	DNM2	Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2	clasp_plus_rep1	27	23	53.2183908045977
P50570	DNM2	Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2	clasp_plus_rep2	28	23	53.2183908045977
P50570	DNM2	Dynamin-2 OS=Homo sapiens GN=DNM2 PE=1 SV=2	no4SU_minus_rep2	2	2	26.3218390804598
Q9ULA0	DNPEP	Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1	clasp_minus_rep1	3	3	28.8421052631579
Q9ULA0	DNPEP	Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1	clasp_minus_rep2	3	3	28.8421052631579
Q9ULA0	DNPEP	Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1	clasp_plus_rep1	5	4	28.8421052631579
Q9ULA0	DNPEP	Aspartyl aminopeptidase OS=Homo sapiens GN=DNPEP PE=1 SV=1	clasp_plus_rep2	4	4	28.8421052631579
Q5QJE6	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2	clasp_minus_rep1	6	6	35.3174603174603
Q5QJE6	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2	clasp_minus_rep2	7	6	35.3174603174603
Q5QJE6	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2	clasp_plus_rep1	11	11	35.3174603174603
Q5QJE6	DNTTIP2	Deoxynucleotidyltransferase terminal-interacting protein 2 OS=Homo sapiens GN=DNTTIP2 PE=1 SV=2	clasp_plus_rep2	14	13	35.3174603174603
Q14204	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	clasp_minus_rep1	31	30	47.0727507533362
Q14204	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	clasp_minus_rep2	41	41	47.0727507533362
Q14204	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	clasp_plus_rep1	28	27	47.0727507533362
Q14204	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	clasp_plus_rep2	51	50	47.0727507533361
Q14204	DYNC1H1	Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens GN=DYNC1H1 PE=1 SV=5	no4SU_minus_rep2	7	7	51.7003874300473
Q13409	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	clasp_minus_rep1	8	8	29.6238244514107
Q13409	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	clasp_minus_rep2	7	6	29.6238244514107
Q13409	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	clasp_plus_rep1	8	8	29.6238244514107
Q13409	DYNC1I2	Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens GN=DYNC1I2 PE=1 SV=3	clasp_plus_rep2	11	8	29.6238244514107
Q5VYK3	ECM29	Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2	clasp_minus_rep1	22	22	46.9918699186992
Q5VYK3	ECM29	Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2	clasp_minus_rep2	29	27	46.9918699186992
Q5VYK3	ECM29	Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2	clasp_plus_rep1	31	30	46.9918699186992
Q5VYK3	ECM29	Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2	clasp_plus_rep2	39	34	46.9918699186992
Q5VYK3	ECM29	Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2	no4SU_minus_rep2	2	2	28.9972899728997
Q5VYK3	ECM29	Proteasome-associated protein ECM29 homolog OS=Homo sapiens GN=ECM29 PE=1 SV=2	no4SU_plus_rep2	2	2	28.9972899728997
P68104	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	clasp_minus_rep1	45	21	71.6450216450216
P68104	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	clasp_minus_rep2	52	21	71.6450216450216
P68104	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	clasp_plus_rep1	53	25	71.6450216450216
P68104	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	clasp_plus_rep2	60	25	71.6450216450216
P68104	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	no4SU_minus_rep1	12	7	79.2207792207792
Q5VTE0	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	no4SU_minus_rep2	20	11	61.2554112554112
P68104	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	no4SU_plus_rep1	11	7	79.2207792207792
Q5VTE0	EEF1A1	Elongation factor 1-alpha 1 OS=Homo sapiens GN=EEF1A1 PE=1 SV=1	no4SU_plus_rep2	32	12	61.2554112554112
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	clasp_minus_rep1	31	15	64.7948164146869
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	clasp_minus_rep2	35	16	64.7948164146869
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	clasp_plus_rep1	34	16	64.7948164146869
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	clasp_plus_rep2	41	17	64.7948164146869
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	no4SU_minus_rep1	8	5	65.658747300216
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	no4SU_minus_rep2	15	10	49.0280777537797
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	no4SU_plus_rep1	6	5	65.658747300216
Q05639	EEF1A2	Elongation factor 1-alpha 2 OS=Homo sapiens GN=EEF1A2 PE=1 SV=1	no4SU_plus_rep2	24	11	49.0280777537797
P26641	EEF1G	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	clasp_minus_rep1	5	5	39.1304347826087
P26641	EEF1G	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	clasp_minus_rep2	4	4	39.1304347826087
P26641	EEF1G	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	clasp_plus_rep1	5	4	39.1304347826087
P26641	EEF1G	Elongation factor 1-gamma OS=Homo sapiens GN=EEF1G PE=1 SV=3	clasp_plus_rep2	4	4	39.1304347826087
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	clasp_minus_rep1	110	56	82.4009324009324
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	clasp_minus_rep2	97	52	82.4009324009323
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	clasp_plus_rep1	123	57	82.4009324009325
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	clasp_plus_rep2	129	63	82.4009324009325
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	no4SU_minus_rep1	4	4	79.1375291375291
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	no4SU_minus_rep2	39	26	75.874125874126
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	no4SU_plus_rep1	3	3	79.1375291375291
P13639	EEF2	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	no4SU_plus_rep2	44	22	75.874125874126
Q8NDI1	EHBP1	EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3	clasp_minus_rep1	9	9	30.1380991064175
Q8NDI1	EHBP1	EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3	clasp_minus_rep2	10	10	30.1380991064175
Q8NDI1	EHBP1	EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3	clasp_plus_rep1	7	7	30.1380991064175
Q8NDI1	EHBP1	EH domain-binding protein 1 OS=Homo sapiens GN=EHBP1 PE=1 SV=3	clasp_plus_rep2	10	9	30.1380991064175
Q8N3D4	EHBP1L1	EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2	clasp_minus_rep1	9	9	38.9363099146422
Q8N3D4	EHBP1L1	EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2	clasp_minus_rep2	9	9	38.9363099146422
Q8N3D4	EHBP1L1	EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2	clasp_plus_rep1	11	10	38.9363099146422
Q8N3D4	EHBP1L1	EH domain-binding protein 1-like protein 1 OS=Homo sapiens GN=EHBP1L1 PE=1 SV=2	clasp_plus_rep2	13	13	38.9363099146422
Q9BY44	EIF2A	Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3	clasp_minus_rep1	10	8	44.2735042735043
Q9BY44	EIF2A	Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3	clasp_minus_rep2	6	6	44.2735042735043
Q9BY44	EIF2A	Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3	clasp_plus_rep1	7	6	44.2735042735043
Q9BY44	EIF2A	Eukaryotic translation initiation factor 2A OS=Homo sapiens GN=EIF2A PE=1 SV=3	clasp_plus_rep2	11	11	44.2735042735043
P19525	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2	clasp_minus_rep1	6	5	27.4047186932849
P19525	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2	clasp_minus_rep2	10	10	27.4047186932849
P19525	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2	clasp_plus_rep1	4	4	27.4047186932849
P19525	EIF2AK2	Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens GN=EIF2AK2 PE=1 SV=2	clasp_plus_rep2	2	2	27.4047186932849
P41091	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3	clasp_minus_rep1	8	7	54.0254237288136
P41091	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3	clasp_minus_rep2	8	7	54.0254237288136
P41091	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3	clasp_plus_rep1	10	10	54.0254237288136
P41091	EIF2S3	Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3	clasp_plus_rep2	11	11	54.0254237288136
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	clasp_minus_rep1	225	130	88.9290882778584
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	clasp_minus_rep2	179	113	88.9290882778583
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	clasp_plus_rep1	295	151	88.9290882778585
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	clasp_plus_rep2	284	147	88.9290882778585
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	no4SU_minus_rep2	67	51	85.89001447178
Q14152	EIF3A	Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens GN=EIF3A PE=1 SV=1	no4SU_plus_rep2	39	27	85.89001447178
Q99613	EIF3C	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	clasp_minus_rep1	9	8	21.7962760131435
Q99613	EIF3C	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	clasp_minus_rep2	7	5	21.7962760131435
Q99613	EIF3C	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	clasp_plus_rep1	10	9	21.7962760131435
Q99613	EIF3C	Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	clasp_plus_rep2	12	11	21.7962760131435
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	clasp_minus_rep1	3	3	31.5693430656934
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	clasp_minus_rep2	5	5	31.5693430656934
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	clasp_plus_rep1	6	6	31.5693430656934
O15371	EIF3D	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens GN=EIF3D PE=1 SV=1	clasp_plus_rep2	4	4	31.5693430656934
O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2	clasp_minus_rep1	3	3	22.8125
O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2	clasp_minus_rep2	4	4	22.8125
O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2	clasp_plus_rep1	5	5	22.8125
O75821	EIF3G	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens GN=EIF3G PE=1 SV=2	clasp_plus_rep2	3	3	22.8125
Q04637	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	clasp_minus_rep1	6	6	22.5766103814884
Q04637	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	clasp_minus_rep2	7	6	22.5766103814884
Q04637	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	clasp_plus_rep1	11	11	22.5766103814884
Q04637	EIF4G1	Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4	clasp_plus_rep2	10	10	22.5766103814884
O60841	EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	clasp_minus_rep1	45	35	54.2622950819672
O60841	EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	clasp_minus_rep2	37	29	54.2622950819672
O60841	EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	clasp_plus_rep1	64	45	54.2622950819673
O60841	EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	clasp_plus_rep2	77	53	54.2622950819672
O60841	EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	no4SU_minus_rep2	2	2	44.672131147541
O60841	EIF5B	Eukaryotic translation initiation factor 5B OS=Homo sapiens GN=EIF5B PE=1 SV=4	no4SU_plus_rep2	6	5	44.672131147541
Q6PJG2	ELMSAN1	ELM2 and SANT domain-containing protein 1 OS=Homo sapiens GN=ELMSAN1 PE=1 SV=2	clasp_minus_rep1	4	4	40.6698564593301
Q6PJG2	ELMSAN1	ELM2 and SANT domain-containing protein 1 OS=Homo sapiens GN=ELMSAN1 PE=1 SV=2	clasp_minus_rep2	7	7	40.6698564593301
Q6PJG2	ELMSAN1	ELM2 and SANT domain-containing protein 1 OS=Homo sapiens GN=ELMSAN1 PE=1 SV=2	clasp_plus_rep1	9	9	40.6698564593301
Q6PJG2	ELMSAN1	ELM2 and SANT domain-containing protein 1 OS=Homo sapiens GN=ELMSAN1 PE=1 SV=2	clasp_plus_rep2	12	11	40.6698564593301
Q8N766	EMC1	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1	clasp_minus_rep1	2	2	21.0473313192346
Q8N766	EMC1	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1	clasp_minus_rep2	5	4	21.0473313192346
Q8N766	EMC1	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1	clasp_plus_rep1	4	3	21.0473313192346
Q8N766	EMC1	ER membrane protein complex subunit 1 OS=Homo sapiens GN=EMC1 PE=1 SV=1	clasp_plus_rep2	6	4	21.0473313192346
P06733	ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	clasp_minus_rep1	18	15	70.0460829493088
P06733	ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	clasp_minus_rep2	15	14	70.0460829493088
P06733	ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	clasp_plus_rep1	19	14	70.0460829493088
P06733	ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	clasp_plus_rep2	11	10	70.0460829493088
P13929	ENO3	Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5	clasp_minus_rep1	4	3	21.1981566820277
P13929	ENO3	Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5	clasp_minus_rep2	3	3	21.1981566820277
P13929	ENO3	Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=5	clasp_plus_rep1	3	2	21.1981566820277
O43491	EPB41L2	Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	clasp_minus_rep1	19	18	51.2437810945273
O43491	EPB41L2	Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	clasp_minus_rep2	18	17	51.2437810945274
O43491	EPB41L2	Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	clasp_plus_rep1	23	20	51.2437810945273
O43491	EPB41L2	Band 4.1-like protein 2 OS=Homo sapiens GN=EPB41L2 PE=1 SV=1	clasp_plus_rep2	27	24	51.2437810945273
Q9Y2J2	EPB41L3	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2	clasp_minus_rep1	13	12	37.8104875804968
Q9Y2J2	EPB41L3	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2	clasp_minus_rep2	19	16	37.8104875804968
Q9Y2J2	EPB41L3	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2	clasp_plus_rep1	20	17	37.8104875804968
Q9Y2J2	EPB41L3	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2	clasp_plus_rep2	18	16	37.8104875804968
Q9Y2J2	EPB41L3	Band 4.1-like protein 3 OS=Homo sapiens GN=EPB41L3 PE=1 SV=2	no4SU_minus_rep2	2	2	26.1269549218031
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	clasp_minus_rep1	49	38	67.5264550264551
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	clasp_minus_rep2	63	47	67.5264550264551
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	clasp_plus_rep1	54	44	67.5264550264551
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	clasp_plus_rep2	69	50	67.526455026455
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	no4SU_minus_rep1	4	4	68.7169312169312
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	no4SU_minus_rep2	40	31	65.4100529100529
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	no4SU_plus_rep1	4	4	68.7169312169312
P07814	EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	no4SU_plus_rep2	29	20	65.4100529100529
Q9BSJ8	ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	clasp_minus_rep1	46	35	61.1413043478261
Q9BSJ8	ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	clasp_minus_rep2	45	38	61.1413043478261
Q9BSJ8	ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	clasp_plus_rep1	59	43	61.141304347826
Q9BSJ8	ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	clasp_plus_rep2	52	41	61.141304347826
Q9BSJ8	ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	no4SU_minus_rep2	9	8	43.0253623188406
Q9BSJ8	ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	no4SU_plus_rep2	3	3	43.0253623188406
A0FGR8	ESYT2	Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	clasp_minus_rep1	12	12	37.6764386536373
A0FGR8	ESYT2	Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	clasp_minus_rep2	11	11	37.6764386536373
A0FGR8	ESYT2	Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	clasp_plus_rep1	14	12	37.6764386536373
A0FGR8	ESYT2	Extended synaptotagmin-2 OS=Homo sapiens GN=ESYT2 PE=1 SV=1	clasp_plus_rep2	15	14	37.6764386536373
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	clasp_minus_rep1	35	21	44.5392491467577
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	clasp_minus_rep2	37	21	44.5392491467577
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	clasp_plus_rep1	36	15	44.5392491467577
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	clasp_plus_rep2	41	18	44.5392491467576
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	no4SU_minus_rep1	4	3	35.8361774744027
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	no4SU_minus_rep2	27	10	26.6211604095563
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	no4SU_plus_rep1	4	4	35.8361774744027
P15311	EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	no4SU_plus_rep2	44	11	26.6211604095563
O95864	FADS2	Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1	clasp_minus_rep1	9	6	27.2522522522523
O95864	FADS2	Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1	clasp_minus_rep2	5	5	27.2522522522523
O95864	FADS2	Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1	clasp_plus_rep1	8	7	27.2522522522523
O95864	FADS2	Fatty acid desaturase 2 OS=Homo sapiens GN=FADS2 PE=1 SV=1	clasp_plus_rep2	7	6	27.2522522522523
Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2	clasp_minus_rep1	4	4	28.7119856887299
Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2	clasp_minus_rep2	5	5	28.7119856887299
Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2	clasp_plus_rep1	9	8	28.7119856887299
Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2	clasp_plus_rep2	12	11	28.7119856887299
Q641Q2	FAM21A	WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3	clasp_minus_rep1	45	35	70.469798657718
Q641Q2	FAM21A	WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3	clasp_minus_rep2	46	39	70.469798657718
Q641Q2	FAM21A	WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3	clasp_plus_rep1	50	40	70.469798657718
Q641Q2	FAM21A	WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3	clasp_plus_rep2	47	39	70.469798657718
Q641Q2	FAM21A	WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3	no4SU_minus_rep2	39	27	57.1961222967934
Q641Q2	FAM21A	WASH complex subunit FAM21A OS=Homo sapiens GN=FAM21A PE=1 SV=3	no4SU_plus_rep2	26	19	57.1961222967934
Q9Y4E1	FAM21C	WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3	clasp_minus_rep1	41	31	65.2503793626707
Q9Y4E1	FAM21C	WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3	clasp_minus_rep2	46	38	65.2503793626707
Q9Y4E1	FAM21C	WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3	clasp_plus_rep1	43	35	65.2503793626707
Q9Y4E1	FAM21C	WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3	clasp_plus_rep2	47	37	65.2503793626707
Q9Y4E1	FAM21C	WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3	no4SU_minus_rep2	39	26	56.8285280728376
Q9Y4E1	FAM21C	WASH complex subunit FAM21C OS=Homo sapiens GN=FAM21C PE=1 SV=3	no4SU_plus_rep2	24	17	56.8285280728376
Q6ZRV2	FAM83H	Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3	clasp_minus_rep1	9	9	47.0737913486005
Q6ZRV2	FAM83H	Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3	clasp_minus_rep2	13	12	47.0737913486005
Q6ZRV2	FAM83H	Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3	clasp_plus_rep1	20	17	47.0737913486005
